Gender,Academic_Performance,Favorite_Subjects,Weak_Subjects,Skills,Interests,Personality_Type,Preferred_Career_Type,Hands_On_Learning,Long_Term_Education_Plan,Financial_Affordability,Scholarship_Eligibility,Technical_Aptitude,Analytical_Reasoning,Creativity_Level,Parent_Guidance,Peer_Influence,Distance_To_College,Availability_Of_Courses,Recommended_Path,Suitable_Careers,Suggested_Courses,Skills_To_Develop,Challenges_To_Overcome
Female,87.5,"English, Chemistry",Biology,"Teamwork, Creativity","Technology, Sports",Introvert,Neutral,False,True,Medium,True,4.5,2.6,9.1,Academic,Neutral,21,True,Diploma,"Designer, Writer","Bachelor of Arts, Diploma in Fine Arts","Creativity, Networking",Time Management
Female,80.0,"Physics, History",Mathematics,"Teamwork, Public Speaking","Sports, Writing",Extrovert,Academic,False,False,Medium,False,3.8,8.2,8.2,Vocational,Diploma,10,False,Diploma,"Business Analyst, Accountant","Bachelor of Commerce, Diploma in Finance","Technical Skills, Creativity",Financial Constraint
Male,78.0,"Economics, English",History,"Problem Solving, Leadership","Reading, Technology",Ambivert,Neutral,False,True,High,False,6.8,1.5,3.8,Neutral,Diploma,3,False,PUC,"Designer, Artist","Literature Studies, Diploma in Fine Arts","Time Management, Networking",Time Management
Male,60.1,"Physics, History",Economics,"Critical Thinking, Teamwork","Art, Technology",Extrovert,Academic,False,True,High,True,3.4,8.0,1.7,Academic,Neutral,49,True,PUC,"Data Analyst, Scientist","Bachelor of Science, Diploma in Engineering","Creativity, Technical Skills",Financial Constraint
Male,71.4,"Physics, Mathematics",Chemistry,"Public Speaking, Critical Thinking","Technology, Business",Extrovert,Skill-Based,False,True,Medium,True,3.4,3.3,7.2,Academic,Neutral,5,True,Diploma,"Historian, Artist","Bachelor of Arts, Diploma in Fine Arts","Communication, Networking",Time Management
Female,80.8,"English, Mathematics",Geography,"Critical Thinking, Coding","Sports, Writing",Introvert,Skill-Based,False,True,Medium,True,9.7,3.4,5.0,Vocational,Diploma,16,False,Diploma,"Artist, Designer","Bachelor of Arts, Literature Studies","Coding, Networking",Lack of Focus
Male,69.8,"Physics, Biology",Mathematics,"Public Speaking, Teamwork","Sports, Art",Ambivert,Neutral,False,True,Medium,True,5.2,1.2,5.0,Vocational,Neutral,49,True,PUC,"Engineer, Doctor","MBBS, Diploma in Engineering","Time Management, Technical Skills",Financial Constraint
Female,74.1,"Mathematics, Geography",History,"Teamwork, Problem Solving","Business, Writing",Introvert,Academic,False,False,Low,True,3.3,5.1,5.5,Vocational,Neutral,14,True,PUC,"Writer, Historian","Literature Studies, Bachelor of Arts","Creativity, Communication",Time Management
Female,93.6,"Chemistry, History",Physics,"Leadership, Creativity","Music, Technology",Introvert,Neutral,False,False,High,False,6.1,3.1,4.1,Academic,Neutral,22,False,Diploma,"Accountant, Marketing Professional","Bachelor of Commerce, Diploma in Finance","Technical Skills, Time Management",Lack of Focus
Male,78.7,"Mathematics, Geography",Economics,"Leadership, Public Speaking","Music, Writing",Extrovert,Academic,True,False,High,False,3.4,9.0,6.5,Academic,Diploma,1,False,Diploma,"Writer, Historian","Diploma in Fine Arts, Literature Studies","Coding, Networking",Time Management
Female,84.0,"History, Mathematics",Chemistry,"Critical Thinking, Problem Solving","Reading, Technology",Extrovert,Academic,True,False,High,False,8.1,7.3,7.0,Vocational,Neutral,2,False,Diploma,"Artist, Designer","Bachelor of Arts, Literature Studies","Technical Skills, Creativity",Financial Constraint
Female,60.7,"Economics, Chemistry",Physics,"Critical Thinking, Problem Solving","Sports, Technology",Introvert,Neutral,True,True,High,False,5.8,6.4,7.1,Neutral,PUC,37,False,Diploma,"Scientist, Engineer","Bachelor of Science, MBBS","Technical Skills, Coding",Financial Constraint
Male,78.4,"Chemistry, Biology",Physics,"Teamwork, Leadership","Sports, Art",Extrovert,Academic,False,False,Low,True,1.8,2.4,2.4,Neutral,Neutral,3,False,Diploma,"Accountant, Marketing Professional","CA Foundation, Bachelor of Commerce","Coding, Networking",Lack of Focus
Male,92.5,"Biology, History",Geography,"Critical Thinking, Public Speaking","Sports, Art",Ambivert,Academic,False,False,High,False,4.4,5.1,3.0,Neutral,PUC,6,False,PUC,"Marketing Professional, Business Analyst","CA Foundation, Diploma in Finance","Communication, Time Management",Financial Constraint
Male,76.6,"Economics, Chemistry",Mathematics,"Leadership, Critical Thinking","Writing, Art",Ambivert,Academic,False,True,Medium,False,9.2,2.7,4.1,Neutral,PUC,32,False,PUC,"Business Analyst, Accountant","CA Foundation, Diploma in Finance","Technical Skills, Networking",Time Management
Male,72.5,"Mathematics, Chemistry",Geography,"Teamwork, Problem Solving","Writing, Art",Extrovert,Academic,False,False,Low,True,5.9,1.9,7.3,Academic,Neutral,23,True,PUC,"Engineer, Doctor","Diploma in Engineering, Bachelor of Science","Creativity, Time Management",Lack of Focus
Male,68.7,"History, Physics",English,"Coding, Public Speaking","Business, Art",Extrovert,Neutral,False,False,Low,False,8.8,4.5,7.8,Academic,Neutral,37,False,Diploma,"Historian, Designer","Diploma in Fine Arts, Literature Studies","Creativity, Technical Skills",Financial Constraint
Male,73.8,"History, Chemistry",Mathematics,"Leadership, Coding","Writing, Art",Introvert,Skill-Based,True,False,Low,False,6.7,3.2,6.2,Vocational,Diploma,42,False,Diploma,"Scientist, Doctor","MBBS, Diploma in Engineering","Creativity, Technical Skills",Time Management
Female,72.6,"Geography, English",Mathematics,"Coding, Teamwork","Reading, Music",Extrovert,Neutral,False,True,High,True,2.8,4.6,4.2,Vocational,PUC,15,True,Diploma,"Data Analyst, Engineer","Diploma in Engineering, Bachelor of Science","Communication, Creativity",Financial Constraint
Female,60.1,"Mathematics, Economics",Biology,"Leadership, Critical Thinking","Reading, Art",Introvert,Neutral,False,True,High,True,9.2,9.2,4.5,Vocational,Neutral,2,True,PUC,"Doctor, Engineer","MBBS, Diploma in Engineering","Creativity, Coding",Time Management
Female,81.3,"History, Chemistry",Physics,"Public Speaking, Creativity","Art, Reading",Extrovert,Neutral,False,False,High,False,4.5,7.0,7.4,Vocational,Diploma,14,False,PUC,"Historian, Writer","Literature Studies, Bachelor of Arts","Technical Skills, Networking",Financial Constraint
Male,75.1,"Economics, Chemistry",Mathematics,"Critical Thinking, Coding","Art, Music",Ambivert,Academic,False,True,Medium,True,6.3,1.1,6.3,Neutral,PUC,15,True,PUC,"Writer, Historian","Literature Studies, Diploma in Fine Arts","Creativity, Time Management",Financial Constraint
Male,78.3,"Chemistry, Physics",Geography,"Leadership, Problem Solving","Business, Art",Introvert,Skill-Based,False,True,Medium,True,4.9,3.5,6.4,Vocational,PUC,24,True,Diploma,"Marketing Professional, Accountant","Bachelor of Commerce, CA Foundation","Technical Skills, Creativity",Financial Constraint
Male,74.3,"Chemistry, Mathematics",English,"Critical Thinking, Creativity","Art, Technology",Introvert,Neutral,True,False,High,False,9.3,9.1,9.0,Neutral,Diploma,48,True,Diploma,"Scientist, Engineer","Diploma in Engineering, MBBS","Creativity, Coding",Lack of Focus
Male,82.7,"Mathematics, Physics",English,"Creativity, Problem Solving","Sports, Business",Extrovert,Skill-Based,False,False,High,True,3.1,7.3,8.7,Vocational,Neutral,46,True,Diploma,"Designer, Writer","Bachelor of Arts, Literature Studies","Coding, Communication",Time Management
Female,63.8,"Mathematics, Economics",History,"Teamwork, Public Speaking","Sports, Business",Introvert,Neutral,True,False,Medium,True,1.3,6.7,5.6,Academic,PUC,46,True,Diploma,"Business Analyst, Economist","Bachelor of Commerce, Diploma in Finance","Networking, Communication",Lack of Focus
Male,68.9,"Chemistry, English",Physics,"Coding, Creativity","Reading, Art",Introvert,Skill-Based,False,True,High,True,5.0,2.5,8.8,Academic,Diploma,31,False,Diploma,"Business Analyst, Economist","CA Foundation, Bachelor of Commerce","Communication, Technical Skills",Financial Constraint
Female,87.1,"Mathematics, Biology",History,"Critical Thinking, Public Speaking","Music, Writing",Introvert,Neutral,True,True,Low,True,4.4,1.4,3.2,Neutral,Neutral,30,True,Diploma,"Designer, Writer","Diploma in Fine Arts, Literature Studies","Networking, Communication",Parental Pressure
Female,81.7,"Physics, Geography",English,"Teamwork, Coding","Sports, Writing",Introvert,Neutral,False,False,High,True,8.6,7.0,3.5,Vocational,PUC,21,False,PUC,"Designer, Artist","Literature Studies, Bachelor of Arts","Time Management, Coding",Time Management
Male,80.0,"History, Physics",Geography,"Leadership, Public Speaking","Music, Sports",Introvert,Academic,True,True,Medium,False,6.0,1.5,2.6,Vocational,Neutral,4,True,PUC,"Engineer, Scientist","Diploma in Engineering, MBBS","Creativity, Technical Skills",Parental Pressure
Male,72.8,"Biology, Geography",English,"Problem Solving, Coding","Business, Reading",Extrovert,Skill-Based,False,True,Medium,False,4.5,5.5,5.2,Neutral,PUC,13,False,Diploma,"Scientist, Data Analyst","Bachelor of Science, Diploma in Engineering","Technical Skills, Communication",Parental Pressure
Male,73.0,"History, Geography",Mathematics,"Critical Thinking, Creativity","Reading, Writing",Ambivert,Academic,False,True,High,True,3.3,4.3,9.0,Neutral,Diploma,19,True,PUC,"Engineer, Data Analyst","Bachelor of Science, MBBS","Creativity, Networking",Time Management
Female,60.4,"Geography, English",Physics,"Critical Thinking, Problem Solving","Technology, Art",Ambivert,Neutral,True,False,Low,False,6.9,6.4,5.6,Vocational,Diploma,31,False,Diploma,"Designer, Artist","Diploma in Fine Arts, Bachelor of Arts","Creativity, Coding",Parental Pressure
Male,77.1,"Physics, Mathematics",Geography,"Public Speaking, Teamwork","Music, Business",Introvert,Academic,False,True,Medium,False,9.6,3.7,7.3,Neutral,Neutral,22,False,PUC,"Accountant, Marketing Professional","Diploma in Finance, Bachelor of Commerce","Coding, Networking",Time Management
Female,84.3,"Chemistry, Biology",English,"Leadership, Critical Thinking","Art, Technology",Extrovert,Neutral,True,True,High,True,5.7,2.4,6.1,Academic,Diploma,15,False,Diploma,"Doctor, Scientist","Diploma in Engineering, Bachelor of Science","Networking, Time Management",Parental Pressure
Female,83.3,"Mathematics, Biology",Physics,"Critical Thinking, Leadership","Writing, Sports",Ambivert,Neutral,False,False,Medium,False,6.3,9.1,2.0,Neutral,PUC,33,True,PUC,"Scientist, Doctor","Bachelor of Science, Diploma in Engineering","Creativity, Time Management",Time Management
Male,81.1,"Mathematics, History",Biology,"Leadership, Coding","Sports, Writing",Ambivert,Skill-Based,True,False,High,True,8.2,3.3,4.5,Academic,Diploma,6,False,Diploma,"Data Analyst, Scientist","Bachelor of Science, MBBS","Networking, Communication",Lack of Focus
Male,77.8,"Physics, Chemistry",English,"Problem Solving, Leadership","Reading, Music",Extrovert,Skill-Based,False,False,High,False,6.7,8.1,1.6,Vocational,PUC,20,True,Diploma,"Marketing Professional, Accountant","CA Foundation, Diploma in Finance","Coding, Creativity",Lack of Focus
Female,62.9,"Mathematics, Physics",English,"Public Speaking, Problem Solving","Music, Sports",Extrovert,Skill-Based,True,False,Low,False,10.0,6.6,2.8,Vocational,PUC,48,False,Diploma,"Data Analyst, Doctor","Bachelor of Science, MBBS","Networking, Time Management",Lack of Focus
Male,82.6,"Economics, History",Chemistry,"Teamwork, Critical Thinking","Music, Sports",Ambivert,Skill-Based,True,False,High,False,7.8,1.9,7.1,Academic,PUC,12,False,Diploma,"Writer, Historian","Bachelor of Arts, Diploma in Fine Arts","Creativity, Communication",Time Management
Female,79.0,"History, Economics",Mathematics,"Coding, Teamwork","Art, Sports",Introvert,Skill-Based,True,True,High,True,9.1,1.5,4.6,Vocational,PUC,32,False,Diploma,"Engineer, Data Analyst","Bachelor of Science, Diploma in Engineering","Communication, Networking",Financial Constraint
Male,65.3,"Mathematics, History",Physics,"Teamwork, Public Speaking","Business, Sports",Ambivert,Neutral,True,False,Medium,True,3.3,1.2,6.4,Academic,Neutral,40,False,Diploma,"Designer, Artist","Diploma in Fine Arts, Bachelor of Arts","Coding, Communication",Parental Pressure
Male,77.2,"Biology, English",Geography,"Teamwork, Public Speaking","Music, Writing",Extrovert,Neutral,False,False,Low,False,8.6,3.5,5.8,Neutral,Diploma,49,False,Diploma,"Scientist, Data Analyst","Diploma in Engineering, Bachelor of Science","Creativity, Networking",Financial Constraint
Female,70.6,"Chemistry, Geography",History,"Creativity, Coding","Technology, Business",Ambivert,Academic,True,False,Low,True,7.4,3.1,8.9,Academic,Neutral,19,False,Diploma,"Scientist, Doctor","Bachelor of Science, MBBS","Communication, Networking",Time Management
Male,66.8,"Economics, Mathematics",History,"Creativity, Public Speaking","Art, Reading",Ambivert,Skill-Based,True,True,Medium,True,1.7,2.3,8.3,Neutral,Neutral,24,True,Diploma,"Historian, Writer","Bachelor of Arts, Literature Studies","Creativity, Coding",Financial Constraint
Female,92.9,"Mathematics, English",Geography,"Teamwork, Leadership","Sports, Music",Introvert,Academic,False,True,Low,False,7.6,3.2,1.5,Academic,Neutral,29,False,PUC,"Historian, Designer","Diploma in Fine Arts, Literature Studies","Communication, Coding",Lack of Focus
Female,68.9,"Biology, English",Geography,"Leadership, Coding","Music, Reading",Ambivert,Academic,True,False,Medium,False,2.8,4.1,2.0,Neutral,Neutral,22,False,Diploma,"Engineer, Doctor","Diploma in Engineering, Bachelor of Science","Time Management, Creativity",Financial Constraint
Female,66.2,"Mathematics, Geography",Economics,"Problem Solving, Leadership","Sports, Business",Extrovert,Skill-Based,True,False,High,False,2.1,2.0,4.0,Academic,Neutral,3,True,Diploma,"Historian, Designer","Literature Studies, Bachelor of Arts","Time Management, Networking",Lack of Focus
Male,94.0,"Mathematics, Biology",History,"Leadership, Critical Thinking","Writing, Technology",Introvert,Neutral,False,True,Medium,False,3.3,1.8,6.5,Academic,PUC,38,True,Diploma,"Business Analyst, Economist","Bachelor of Commerce, Diploma in Finance","Coding, Creativity",Financial Constraint
Male,94.9,"Biology, Mathematics",Physics,"Leadership, Creativity","Music, Art",Introvert,Academic,True,False,High,True,7.3,6.4,2.4,Vocational,Neutral,44,True,Diploma,"Historian, Designer","Bachelor of Arts, Literature Studies","Networking, Time Management",Parental Pressure
Male,81.3,"Geography, Mathematics",Biology,"Creativity, Coding","Writing, Music",Introvert,Academic,False,True,High,False,3.6,3.6,7.5,Neutral,Neutral,34,True,PUC,"Accountant, Business Analyst","Bachelor of Commerce, CA Foundation","Coding, Time Management",Financial Constraint
Male,79.6,"English, Physics",Mathematics,"Coding, Teamwork","Writing, Reading",Ambivert,Academic,True,False,Medium,True,3.4,3.4,1.0,Academic,Neutral,24,True,Diploma,"Doctor, Engineer","Diploma in Engineering, MBBS","Networking, Time Management",Lack of Focus
Male,63.9,"Economics, Biology",History,"Problem Solving, Leadership","Art, Music",Extrovert,Skill-Based,False,True,Low,False,1.4,9.6,3.8,Neutral,PUC,7,False,Diploma,"Accountant, Economist","Diploma in Finance, Bachelor of Commerce","Coding, Networking",Parental Pressure
Male,63.7,"Chemistry, Mathematics",Economics,"Public Speaking, Coding","Music, Reading",Introvert,Academic,True,True,High,False,9.0,1.1,7.7,Academic,Neutral,43,True,PUC,"Economist, Business Analyst","CA Foundation, Diploma in Finance","Technical Skills, Communication",Financial Constraint
Male,60.2,"Economics, Mathematics",Biology,"Problem Solving, Creativity","Writing, Sports",Extrovert,Neutral,True,False,Low,True,5.3,3.9,9.6,Academic,PUC,43,False,Diploma,"Writer, Designer","Literature Studies, Bachelor of Arts","Time Management, Creativity",Time Management
Male,80.3,"English, Biology",Geography,"Creativity, Problem Solving","Technology, Art",Extrovert,Skill-Based,True,True,High,False,5.1,7.4,4.8,Neutral,Diploma,13,False,Diploma,"Historian, Designer","Literature Studies, Diploma in Fine Arts","Creativity, Time Management",Financial Constraint
Male,61.2,"Chemistry, Physics",Mathematics,"Public Speaking, Teamwork","Writing, Art",Extrovert,Neutral,False,False,High,True,3.0,7.8,5.1,Neutral,Diploma,27,False,Diploma,"Historian, Artist","Literature Studies, Diploma in Fine Arts","Networking, Time Management",Time Management
Male,67.0,"Chemistry, Physics",English,"Public Speaking, Teamwork","Technology, Business",Extrovert,Neutral,False,True,Medium,False,6.6,1.6,7.4,Neutral,Diploma,42,False,PUC,"Engineer, Scientist","Diploma in Engineering, Bachelor of Science","Creativity, Communication",Parental Pressure
Male,88.3,"Economics, Geography",Physics,"Problem Solving, Public Speaking","Technology, Art",Introvert,Academic,True,True,Medium,True,8.3,5.9,2.7,Vocational,PUC,21,True,PUC,"Writer, Historian","Bachelor of Arts, Diploma in Fine Arts","Coding, Technical Skills",Parental Pressure
